id,name,episode,season,features
215.0,"""VIEW FROM THE PARK""",S17E08,17,"APPLE_FRAME, BRIDGE, BUILDING, DECIDUOUS, FRAMED, LAKE, STRUCTURE, TREE, TREES, "
360.0,"""SPLENDOR OF AUTUMN""",S28E10,28,"DECIDUOUS, FOG, GRASS, LAKE, SUN, TREE, TREES, "
251.0,"""DIVINE ELEGANCE""",S20E05,20,"CLOUDS, CONIFER, CUMULUS, LAKE, MOUNTAIN, MOUNTAINS, ROCKS, SNOWY_MOUNTAIN, TREE, TREES, "
178.0,"""SURPRISING FALLS""",S14E10,14,"CIRRUS, CLOUDS, DECIDUOUS, GUEST, LAKE, MOUNTAIN, MOUNTAINS, SNOWY_MOUNTAIN, STEVE_ROSS, TREE, WATERFALL, "
163.0,"""MOUNTAIN EXHIBITION""",S13E08,13,"CLOUDS, CONIFER, CUMULUS, GRASS, MOUNTAIN, MOUNTAINS, RIVER, SNOWY_MOUNTAIN, TREE, TREES, "
68.0,"""WHISPERING STREAM""",S06E04,6,"DECIDUOUS, GRASS, RIVER, ROCKS, TREE, TREES, "
335.0,"""STORM'S A COMIN'""",S26E11,26,"BEACH, CLOUDS, CUMULUS, HILLS, OCEAN, ROCKS, WAVES, "
83.0,"""MISTY WATERFALL""",S07E06,7,"BUSHES, CLOUDS, CUMULUS, DECIDUOUS, LAKE, RIVER, TREE, TREES, WATERFALL, "
389.0,"""BLUE RIDGE FALLS""",S30E13,30,"BUSHES, CONIFER, MOUNTAIN, RIVER, ROCKS, TREE, TREES, WATERFALL, "
269.0,"""BLUE WINTER""",S21E10,21,"CLOUDS, CONIFER, CUMULUS, MOUNTAIN, MOUNTAINS, RIVER, SNOW, SNOWY_MOUNTAIN, TREE, TREES, WINTER, "
333.0,"""TRANQUIL WOODED STREAM""",S26E09,26,"DECIDUOUS, RIVER, ROCKS, TREE, TREES, "
205.0,"""WATERFALL WONDER""",S16E11,16,"BUSHES, DECIDUOUS, RIVER, ROCKS, TREE, TREES, WATERFALL, "
91.0,"""MISTY ROLLING HILLS""",S08E01,8,"CONIFER, FOG, GRASS, MOUNTAIN, MOUNTAINS, TREE, TREES, "
287.0,"""FOREST EDGE""",S23E02,23,"BUSHES, DECIDUOUS, GRASS, PATH, TREE, TREES, "
153.0,"""SOFT MOUNTAIN GLOW""",S12E11,12,"BUSHES, CONIFER, GRASS, MOUNTAIN, RIVER, SNOWY_MOUNTAIN, TREE, TREES, "
272.0,"""FLORIDA'S GLORY""",S21E13,21,"BEACH, FLORIDA_FRAME, OCEAN, PALM_TREES, WAVES, "
122.0,"""AUTUMN WOODS""",S10E06,10,"BUSHES, CLOUDS, CONIFER, CUMULUS, DECIDUOUS, LAKE, MOUNTAIN, MOUNTAINS, SNOWY_MOUNTAIN, TREE, TREES, "
276.0,"""COUNTRYSIDE OVAL""",S22E04,22,"CLOUDS, DECIDUOUS, FRAMED, GRASS, HILLS, OVAL_FRAME, RIVER, TREE, TREES, "
369.0,"""MOUNTAIN LAKE FALLS""",S29E06,29,"CLOUDS, CONIFER, CUMULUS, LAKE, MOUNTAIN, MOUNTAINS, RIVER, SNOWY_MOUNTAIN, TREE, TREES, WATERFALL, "
85.0,"""MOUNTAIN SPLENDOR""",S07E08,7,"BUSHES, DECIDUOUS, MOUNTAIN, RIVER, SNOWY_MOUNTAIN, TREE, TREES, "
74.0,"""COUNTRY LIFE""",S06E10,6,"BARN, CIRRUS, CLOUDS, FENCE, GRASS, "
